vidid,adview,views,likes,dislikes,comment,published,duration,category
VID_16218,2,330474.0,741.0,78.0,98.0,2015-05-22,PT1H34M48S,E
VID_11077,24,1570431.0,18627.0,747.0,1650.0,2016-10-11,PT3M14S,D
VID_1766,40,171668.0,1141.0,26.0,138.0,2015-12-30,PT3M18S,B
VID_8626,18,437.0,0.0,0.0,1.0,2016-09-09,PT1M16S,D
VID_4668,27,251653.0,532.0,28.0,23.0,2014-03-27,PT15M40S,D
VID_10873,3,34675.0,45.0,10.0,2.0,2014-09-05,PT3M24S,D
VID_18031,2,421780.0,2937.0,523.0,2149.0,2016-07-23,PT5M42S,F
VID_12084,2,173037.0,8207.0,506.0,1130.0,2015-07-01,PT3M50S,D
VID_23548,1,14219.0,21.0,3.0,1.0,2015-06-16,PT20M31S,H
VID_19146,2,72966.0,136.0,6.0,4.0,2013-07-26,PT3M54S,G
VID_19081,13,244371.0,604.0,60.0,71.0,2013-02-07,PT4M4S,G
VID_12389,1,710878.0,440.0,198.0,17.0,2015-07-09,PT11M35S,D
VID_13939,2,1547276.0,3585.0,421.0,390.0,2016-06-30,PT48M51S,D
VID_14933,1,23487.0,586.0,1.0,168.0,2016-07-27,PT9M1S,D
VID_418,1,302662.0,1002.0,52.0,286.0,2012-11-10,PT5M41S,A
VID_20825,2,1525235.0,5368.0,364.0,209.0,2015-10-13,PT5M10S,G
VID_19857,1,13970.0,40.0,1.0,0.0,2010-11-18,PT21M23S,G
VID_12059,6,14191.0,189.0,4.0,28.0,2016-12-29,PT9M58S,D
VID_6807,2,238870.0,3076.0,64.0,2898.0,2016-05-23,PT10M51S,D
VID_2136,1,29236.0,154.0,4.0,0.0,2016-06-28,PT1M52S,C
VID_4850,19,972094.0,2857.0,276.0,308.0,2011-06-14,PT2H29M14S,D
VID_14958,7,5595779.0,6028.0,2233.0,760.0,2015-07-29,PT1H53M3S,D
VID_17608,1,9166.0,34.0,3.0,3.0,2013-06-15,PT3M59S,E
VID_14214,1,133666.0,94.0,12.0,5.0,2010-12-17,PT10M9S,D
VID_10167,1,642.0,0.0,0.0,1.0,2013-08-08,PT45S,D
VID_13576,1,2244862.0,10985.0,447.0,764.0,2016-05-30,PT15M43S,D
VID_23396,2,516121.0,578.0,127.0,35.0,2014-10-18,PT4M47S,H
VID_8241,104,1461282.0,6287.0,534.0,838.0,2014-04-07,PT2M45S,D
VID_20126,9,2689.0,9.0,3.0,0.0,2015-05-22,PT3M57S,G
VID_4836,2,108476.0,92.0,21.0,18.0,2014-05-26,PT15M15S,D
VID_209,1,5622.0,8.0,1.0,2.0,2012-10-19,PT2M47S,A
VID_15786,14,1108169.0,516.0,423.0,24.0,2015-12-17,PT1M59S,E
VID_23294,1,81323.0,180.0,14.0,16.0,2014-12-25,PT52M42S,H
VID_8981,1,1224872.0,6237.0,503.0,1129.0,2015-03-02,PT5M51S,D
VID_23518,2,136782.0,465.0,57.0,31.0,2015-02-18,PT24M55S,H
VID_18393,1164,2263.0,55.0,1.0,11.0,2016-12-19,PT4M48S,F
VID_1900,290,947734.0,31438.0,252.0,636.0,2016-02-19,PT4M46S,B
VID_5429,75,661311.0,1021.0,154.0,85.0,2013-03-22,PT3M22S,D
VID_22823,2,43700.0,28.0,16.0,5.0,2008-03-13,PT4M39S,G
VID_7703,1,3994.0,224.0,1.0,16.0,2016-08-18,PT3M30S,D
VID_13494,1,48112.0,144.0,2.0,26.0,2008-11-21,PT7M29S,D
VID_13087,4,94723.0,104.0,12.0,4.0,2016-05-20,PT4M17S,D
VID_6473,17,1081360.0,1111.0,93.0,81.0,2010-04-05,PT3M33S,D
VID_21910,1,63129.0,1954.0,20.0,70.0,2017-04-18,PT4M1S,G
VID_21072,2,1476.0,18.0,5.0,0.0,2014-04-09,PT4M41S,G
VID_18049,9,695545.0,4983.0,590.0,1929.0,2015-06-22,PT1M45S,F
VID_21599,2,1190846.0,2943.0,627.0,208.0,2014-12-18,PT3M58S,G
VID_21610,4,1956463.0,2490.0,818.0,101.0,2014-12-22,PT2M49S,G
VID_9122,2,136572.0,86.0,24.0,4.0,2016-08-23,PT40S,D
VID_23690,4,2480337.0,757.0,455.0,413.0,2016-08-22,PT3M48S,H
VID_3369,1,101733.0,89.0,33.0,26.0,2012-10-13,PT39M42S,D
VID_11787,3,18094.0,97.0,5.0,31.0,2014-03-22,PT14M37S,D
VID_21865,3,3162046.0,19281.0,1492.0,490.0,2014-06-14,PT3M56S,G
VID_23564,1,155474.0,4955.0,379.0,2487.0,2017-01-10,PT12M12S,H
VID_3323,1,1186408.0,1983.0,250.0,74.0,2016-10-31,PT10M29S,D
VID_18623,1,634652.0,8560.0,231.0,865.0,2017-03-08,PT3M45S,F
VID_5225,1,419212.0,190.0,41.0,8.0,2011-12-16,PT1M6S,D
VID_12451,1,216421.0,1635.0,42.0,352.0,2015-01-26,PT4M16S,D
VID_17399,1,387955.0,691.0,63.0,208.0,2016-04-26,PT10M7S,E
VID_20489,1,22550.0,15.0,1.0,1.0,2015-01-03,PT3M33S,G
VID_5513,1,33516.0,312.0,9.0,7.0,2014-09-08,PT14M49S,D
VID_3102,1,45813.0,191.0,9.0,10.0,2016-01-07,PT30M45S,C
VID_14967,20,63263.0,360.0,5.0,41.0,2015-08-27,PT3M35S,D
VID_15210,2,1219139.0,6010.0,300.0,448.0,2015-11-10,PT5M30S,E
VID_6876,4,642945.0,5127.0,142.0,1635.0,2016-07-26,PT11M26S,D
VID_7287,3,38869.0,743.0,23.0,72.0,2016-09-07,PT5M9S,D
VID_6016,1,421482.0,1783.0,40.0,43.0,2015-03-11,PT10M55S,D
VID_18730,1291,2039.0,10.0,0.0,0.0,2016-01-20,PT11M7S,F
VID_8696,1,3781.0,41.0,1.0,18.0,2012-04-14,PT10M20S,D
VID_16036,1,10144.0,20.0,2.0,1.0,2015-03-19,PT1H46M32S,E
VID_22742,2,2129268.0,3412.0,247.0,515.0,2010-10-15,PT4M20S,G
VID_12610,1,2852195.0,3960.0,1438.0,478.0,2016-11-02,PT11M34S,D
VID_15284,6,297534.0,689.0,59.0,67.0,2016-06-10,PT5M40S,E
VID_21716,915,8782.0,34.0,1.0,2.0,2016-12-30,PT4M39S,G
VID_7973,1,9883.0,5.0,2.0,3.0,2013-01-15,PT47S,D
VID_21484,1,1057192.0,1632.0,411.0,113.0,2014-11-20,PT4M33S,G
VID_9521,124,3497.0,1.0,1.0,1.0,2011-06-23,PT1M50S,D
VID_11143,2,37260.0,560.0,7.0,103.0,2016-09-23,PT4M47S,D
VID_5484,12,110799.0,427.0,9.0,27.0,2014-03-12,PT13M47S,D
VID_22727,4,3740.0,54.0,0.0,1.0,2016-01-14,PT1M54S,G
VID_4406,10,375369.0,805.0,107.0,62.0,2013-08-04,PT11M24S,D
VID_8395,1,84918.0,88.0,17.0,0.0,2015-08-10,PT2H8M50S,D
VID_22711,1,5961.0,116.0,1.0,12.0,2014-10-24,PT33M14S,G
VID_543,1,189312.0,421.0,95.0,96.0,2015-09-25,PT1M36S,A
VID_20899,4,10945.0,57.0,9.0,3.0,2014-05-15,PT51M6S,G
VID_7659,1,293369.0,74.0,57.0,5.0,2014-12-12,PT1M47S,D
VID_17017,1,1640912.0,4833.0,220.0,3268.0,2016-04-14,PT12M13S,E
VID_5514,1,43564.0,310.0,2.0,10.0,2015-09-02,PT13M15S,D
VID_1559,70,391778.0,4144.0,144.0,933.0,2016-05-14,PT7M45S,B
VID_2972,1,68170.0,129.0,7.0,34.0,2013-07-17,PT54S,C
VID_12500,1,14321.0,67.0,5.0,28.0,2011-10-27,PT7M42S,D
VID_11900,5,3627376.0,19750.0,1047.0,1182.0,2016-09-29,PT2M14S,D
VID_7767,1,27556.0,38.0,0.0,3.0,2010-12-13,PT7M6S,D
VID_17724,1,117249.0,174.0,36.0,2.0,2012-10-30,PT5M56S,F
VID_17679,1,44702.0,213.0,30.0,8.0,2015-09-09,PT56M46S,F
VID_10007,30,1490000.0,1070.0,447.0,136.0,2016-08-05,PT10M4S,D
VID_15728,1,32967.0,34.0,7.0,3.0,2011-10-13,PT1H49M24S,E
VID_6083,1,4079.0,1.0,0.0,0.0,2013-11-04,PT3M44S,D
VID_11321,1,156014.0,1528.0,72.0,1146.0,2015-08-01,PT6M41S,D
VID_8474,1,439918.0,1020.0,104.0,54.0,2013-01-22,PT2M57S,D
VID_397,1,70422.0,506.0,17.0,126.0,2013-10-22,PT6M42S,A
VID_5352,1,390311.0,1942.0,173.0,93.0,2014-09-18,PT6M1S,D
VID_6995,1,393840.0,769.0,116.0,67.0,2015-08-12,PT2H46M39S,D
VID_11568,54,32875902.0,188279.0,18727.0,17996.0,2015-11-13,PT4M40S,D
VID_16175,1,367266.0,295.0,208.0,12.0,2017-03-21,PT1H22M34S,E
VID_5227,1,10013.0,12.0,3.0,1.0,2012-12-14,PT1M37S,D
VID_17202,1,326189.0,1584.0,113.0,716.0,2016-04-26,PT4M11S,E
VID_15097,12,321120.0,639.0,45.0,56.0,2016-07-06,PT4M58S,E
VID_1343,2,1746323.0,21089.0,244.0,2644.0,2014-07-05,PT3M45S,B
VID_7757,3,248163.0,424.0,22.0,8.0,2010-09-06,PT9M11S,D
VID_17555,1,6475.0,106.0,0.0,11.0,2014-08-19,PT4M29S,E
VID_8146,1,12615.0,63.0,2.0,20.0,2010-12-24,PT17M31S,D
VID_13177,2,30161.0,85.0,4.0,11.0,2013-12-10,PT24M46S,D
VID_2011,1,19499.0,256.0,11.0,9.0,2014-01-17,PT4M45S,B
VID_7165,6,475725.0,267.0,81.0,102.0,2016-08-17,PT2M59S,D
VID_443,503,1433.0,6.0,0.0,0.0,2015-04-20,PT2M9S,A
VID_15715,2,108140.0,188.0,47.0,37.0,2014-10-13,PT1H58M48S,E
VID_15959,1,187789.0,240.0,30.0,26.0,2013-10-31,PT1H26M31S,E
VID_17365,51,34300.0,358.0,9.0,18.0,2016-02-26,PT21S,E
VID_13247,165968,218737.0,1163.0,9.0,117.0,2016-08-17,PT5M40S,D
VID_11055,1,4501743.0,49661.0,2221.0,2260.0,2015-05-01,PT3M49S,D
VID_23699,18,1404692.0,11504.0,619.0,4338.0,2016-05-02,PT35M,H
VID_4743,4,1111228.0,1897.0,257.0,134.0,2016-03-09,PT2H48M24S,D
VID_15216,2,685804.0,2830.0,192.0,109.0,2017-02-12,PT3M16S,E
VID_17860,3,172833.0,430.0,54.0,51.0,2012-08-27,PT4M15S,F
VID_21319,1,18421.0,67.0,7.0,15.0,2012-03-11,PT4M40S,G
VID_533,1,36036.0,113.0,7.0,32.0,2015-01-28,PT16M25S,A
VID_12464,1,27570.0,297.0,16.0,114.0,2013-12-11,PT9M41S,D
VID_10420,2,244820.0,377.0,45.0,12.0,2014-01-02,PT35M33S,D
VID_15508,2,39931.0,18.0,4.0,0.0,2012-05-11,PT1M28S,E
VID_22189,1,2626.0,12.0,3.0,0.0,2010-11-10,PT1M15S,G
VID_16521,2,1285119.0,4184.0,133.0,245.0,2013-11-28,PT3M3S,E
VID_7742,1,5388.0,5.0,0.0,0.0,2010-10-02,PT5M11S,D
VID_6199,10,449776.0,376.0,41.0,15.0,2010-05-10,PT7M39S,D
VID_9456,4,61652.0,162.0,5.0,30.0,2016-04-04,PT2M18S,D
VID_1342,6,1491611.0,23369.0,247.0,3469.0,2015-09-12,PT3M43S,B
VID_9787,13123,72784.0,455.0,4.0,6.0,2015-06-12,PT2M2S,D
VID_11209,1,16128.0,90.0,4.0,16.0,2013-11-11,PT6M47S,D
VID_6067,1,292425.0,892.0,54.0,90.0,2015-01-16,PT15M,D
VID_17627,45,1275766.0,1637.0,79.0,100.0,2013-08-11,PT4M8S,E
VID_10113,6,432604.0,283.0,140.0,65.0,2016-09-12,PT10M3S,D
VID_1523,1,230335.0,6811.0,182.0,1623.0,2017-04-11,PT5M54S,B
VID_15252,1,559463.0,2889.0,239.0,216.0,2016-04-28,PT3M35S,E
VID_23635,1,70538.0,16.0,18.0,0.0,2015-09-04,PT1M53S,H
VID_17775,1,193762.0,679.0,171.0,79.0,2013-09-24,PT3M1S,F
VID_5177,1,393627.0,1676.0,64.0,77.0,2016-03-11,PT1M14S,D
VID_15110,1,122982.0,403.0,19.0,23.0,2016-04-18,PT4M24S,E
VID_20173,21,126523.0,254.0,33.0,17.0,2013-08-08,PT12M8S,G
VID_7338,1,81097.0,58.0,22.0,6.0,2016-01-03,PT6M22S,D
VID_7166,8,2141625.0,2756.0,833.0,1837.0,2016-06-08,PT3M7S,D
VID_10181,8,330.0,6.0,0.0,0.0,2017-01-24,PT31S,D
VID_6264,4,204478.0,573.0,26.0,24.0,2014-05-31,PT10M21S,D
VID_18446,3,1989573.0,1922.0,419.0,137.0,2011-11-01,PT2M22S,F
VID_11662,1,34388.0,659.0,18.0,104.0,2016-09-13,PT6M54S,D
VID_9538,2,13248.0,36.0,1.0,12.0,2015-09-16,PT31S,D
VID_22394,42,36961.0,555.0,10.0,34.0,2016-06-11,PT3M30S,G
VID_6382,68,2440376.0,7991.0,418.0,238.0,2012-02-13,PT11M24S,D
VID_5615,1,2974.0,12.0,0.0,1.0,2015-12-16,PT15M54S,D
VID_19315,27,989786.0,3019.0,343.0,257.0,2014-06-16,PT1H14M38S,G
VID_22765,7,482738.0,1733.0,205.0,91.0,2014-11-13,PT2H16M53S,G
VID_21161,1,269055.0,277.0,52.0,62.0,2016-06-08,PT6M48S,G
VID_4947,1,25810.0,57.0,8.0,0.0,2015-10-23,PT2H6M4S,D
VID_16070,1,815.0,0.0,0.0,0.0,2015-07-07,PT2H36M24S,E
VID_18858,1,253962.0,2035.0,171.0,139.0,2017-02-03,PT9M43S,F
VID_15506,2,144067.0,383.0,42.0,40.0,2014-10-28,PT4M17S,E
VID_2289,10511,11574.0,18.0,1.0,0.0,2016-03-22,PT1M23S,C
VID_18411,1185,5734.0,100.0,6.0,32.0,2017-01-18,PT5M54S,F
VID_23379,1,559697.0,743.0,102.0,130.0,2016-09-18,PT15M32S,H
VID_15166,3,390513.0,3905.0,32.0,359.0,2016-02-22,PT18M14S,E
VID_7016,1,18645.0,17.0,8.0,1.0,2015-10-27,PT2H5M22S,D
VID_12985,12,1556.0,7.0,3.0,0.0,2016-12-10,PT3M34S,D
VID_16795,2,33764.0,46.0,5.0,6.0,2011-06-15,PT11M4S,E
VID_1527,8,957597.0,12321.0,359.0,1317.0,2016-12-28,PT6M14S,B
VID_20362,2,1722948.0,17439.0,392.0,595.0,2015-11-24,PT5M23S,G
VID_5675,16,1967089.0,2598.0,595.0,125.0,2014-04-17,PT1H30M36S,D
VID_5810,2,3688675.0,10003.0,696.0,1172.0,2014-06-25,PT2M42S,D
VID_20130,7,657493.0,646.0,283.0,42.0,2014-07-17,PT1H3M20S,G
VID_884,13,175954.0,161.0,36.0,12.0,2012-11-28,PT3M7S,B
VID_11918,6,941014.0,5131.0,266.0,364.0,2016-08-19,PT2M36S,D
VID_5040,1,15607.0,86.0,5.0,10.0,2016-06-10,PT6M53S,D
VID_3703,2,490781.0,1096.0,83.0,66.0,2015-03-13,PT3M25S,D
VID_2085,1,273567.0,508.0,26.0,52.0,2015-09-25,PT7M17S,B
VID_10009,1,189404.0,241.0,32.0,95.0,2016-03-10,PT4M29S,D
VID_18880,2,4861.0,28.0,1.0,14.0,2010-06-08,PT5M34S,F
VID_17021,1,9329616.0,9656.0,5836.0,370.0,2016-09-10,PT11M8S,E
VID_21544,1,5735.0,25.0,0.0,0.0,2015-09-04,PT6M20S,G
VID_7766,1,74250.0,231.0,6.0,19.0,2010-08-16,PT3M42S,D
VID_18697,1,30374.0,80.0,9.0,5.0,2016-06-12,PT2M32S,F
VID_8598,1,3946.0,15.0,1.0,0.0,2016-10-07,PT26S,D
VID_20574,2,3091649.0,1452.0,427.0,242.0,2013-05-08,PT4M31S,G
VID_11523,1,151473.0,359.0,41.0,107.0,2016-06-05,PT12M57S,D
VID_10492,3,118988.0,309.0,48.0,423.0,2016-09-07,PT7M15S,D
VID_20598,837,24323.0,91.0,11.0,1.0,2014-08-30,PT4M3S,G
VID_15302,1,24448.0,13.0,7.0,6.0,2016-09-01,PT2M27S,E
VID_11938,4,3254484.0,29204.0,3270.0,3436.0,2016-09-05,PT1M36S,D
VID_19844,1,2383.0,10.0,0.0,0.0,2010-12-25,PT10M34S,G
VID_17226,2,383971.0,1919.0,107.0,1125.0,2016-05-27,PT5M51S,E
VID_9087,1,28012.0,49.0,15.0,4.0,2015-03-14,PT38M39S,D
VID_20888,1,115270.0,499.0,43.0,53.0,2014-06-05,PT25M28S,G
VID_22182,1,64157.0,221.0,36.0,245.0,2012-11-21,PT5M10S,G
VID_5445,8,1040483.0,3140.0,176.0,115.0,2015-09-25,PT8M35S,D
VID_20786,1,525.0,7.0,0.0,3.0,2016-07-28,PT4M10S,G
VID_8898,1,758340.0,6367.0,140.0,1746.0,2016-01-18,PT2M,D
VID_14094,1,13389.0,268.0,22.0,111.0,2016-07-27,PT14M38S,D
VID_12890,1,39668.0,595.0,11.0,47.0,2014-12-06,PT2M14S,D
VID_16073,53,7457816.0,5015.0,2846.0,790.0,2015-03-31,PT2H19M18S,E
VID_17633,17,696750.0,1488.0,121.0,263.0,2014-07-08,PT12M32S,E
VID_22416,1,112853.0,461.0,14.0,38.0,2012-11-22,PT3M36S,G
VID_2605,4,3688129.0,3767.0,1358.0,516.0,2012-09-16,PT4M13S,C
VID_22377,1,2219649.0,4457.0,175.0,343.0,2014-12-26,PT4M35S,G
VID_5797,1,1271151.0,5015.0,249.0,527.0,2015-02-19,PT6M48S,D
VID_3987,2,677845.0,482.0,70.0,37.0,2016-05-23,PT5M3S,D
VID_14986,142,6819.0,34.0,4.0,0.0,2016-07-01,PT1M28S,D
VID_11473,28,192832.0,903.0,67.0,236.0,2015-09-26,PT6M24S,D
VID_6227,19,985720.0,1943.0,200.0,119.0,2012-04-03,PT9M11S,D
VID_23073,1,161305.0,53.0,42.0,1.0,2013-05-08,PT1M8S,H
VID_6550,3,535500.0,2521.0,419.0,2168.0,2016-01-19,PT8M13S,D
VID_26,1,183010.0,414.0,35.0,114.0,2015-06-24,PT18M40S,A
VID_7429,1,8350.0,41.0,1.0,20.0,2013-09-17,PT1M57S,D
VID_14018,4,12077.0,8.0,1.0,0.0,2011-09-27,PT3M24S,D
VID_3162,3,535388.0,417.0,153.0,63.0,2014-01-08,PT43M20S,D
VID_16434,385,105994.0,366.0,74.0,16.0,2015-07-09,PT4M37S,E
VID_22133,1,1310181.0,8869.0,97.0,303.0,2013-02-12,PT4M28S,G
VID_12473,1,24902.0,213.0,79.0,114.0,2013-08-24,PT1M28S,D
VID_2981,1,37185.0,53.0,25.0,0.0,2016-01-17,PT4M13S,C
VID_7524,1,14338.0,204.0,2.0,90.0,2014-04-28,PT11M37S,D
VID_22275,25,10310997.0,23876.0,2269.0,2355.0,2013-11-06,PT1H30M33S,G
VID_12282,36,19620997.0,54535.0,8775.0,3857.0,2015-11-30,PT4M24S,D
VID_5381,150,1333912.0,491.0,212.0,59.0,2012-10-24,PT1M59S,D
VID_14256,19,1366057.0,16667.0,826.0,4679.0,2016-05-21,PT15M53S,D
VID_1909,248,1518330.0,26781.0,358.0,1778.0,2014-05-10,PT6M10S,B
VID_263,1,282201.0,64.0,32.0,14.0,2014-01-05,PT43S,A
VID_17620,5,358178.0,11511.0,305.0,305.0,2016-08-26,PT3M36S,E
VID_11433,4,155042.0,192.0,29.0,43.0,2015-10-23,PT13M7S,D
VID_7511,3,16349.0,222.0,1.0,108.0,2014-04-27,PT11M18S,D
VID_10714,3,229.0,0.0,0.0,1.0,2016-03-14,PT26S,D
VID_234,1,14275.0,25.0,2.0,1.0,2013-04-02,PT1M46S,A
VID_22969,54440,61925.0,78.0,5.0,16.0,2016-08-09,PT3M53S,G
VID_18399,1050,4084.0,78.0,5.0,26.0,2016-12-02,PT26M37S,F
VID_18317,5478,97786.0,1661.0,39.0,210.0,2017-04-20,PT5M49S,F
VID_19166,2,326561.0,214.0,32.0,5.0,2014-07-10,PT4M,G
VID_11997,1,57549.0,502.0,15.0,120.0,2016-12-10,PT9M8S,D
VID_10073,1,217612.0,198.0,80.0,33.0,2016-09-25,PT10M50S,D
VID_14553,27,1539114.0,1854.0,735.0,222.0,2016-07-21,PT15M56S,D
VID_4474,1,2832.0,23.0,0.0,0.0,2014-03-25,PT2M58S,D
VID_1910,275,1508917.0,20169.0,294.0,1250.0,2012-11-09,PT4M40S,B
VID_12467,1,9562.0,85.0,8.0,105.0,2012-07-06,PT26M33S,D
VID_11683,12,1034776.0,2148.0,238.0,89.0,2016-09-01,PT42S,D
VID_10193,1,48403.0,1.0,0.0,0.0,2016-03-10,PT31S,D
VID_23145,1,463674.0,2283.0,239.0,164.0,2017-04-20,PT5M13S,H
VID_18108,8,880805.0,6590.0,632.0,2678.0,2016-07-22,PT4M56S,F
VID_22026,2,819049.0,2411.0,99.0,206.0,2010-05-06,PT4M26S,G
VID_10025,11,287735.0,238.0,77.0,80.0,2016-09-03,PT10M13S,D
VID_19149,37,3375748.0,8149.0,916.0,452.0,2012-12-26,PT4M46S,G
VID_16718,3,158107.0,186.0,43.0,16.0,2012-11-02,PT2H2M17S,E
VID_10305,1,377317.0,773.0,131.0,231.0,2017-01-01,PT39M,D
VID_2089,1,400189.0,738.0,45.0,102.0,2015-09-20,PT8M35S,B
VID_1881,34,357882.0,9447.0,93.0,206.0,2014-05-27,PT2M46S,B
VID_11307,6,575204.0,3887.0,528.0,1918.0,2016-08-06,PT5M,D
VID_7600,1,52741.0,228.0,27.0,124.0,2016-09-10,PT10M52S,D
VID_14144,1,75405.0,123.0,12.0,4.0,2016-05-20,PT46S,D
VID_2741,1,41596.0,116.0,35.0,21.0,2012-10-30,PT2M8S,C
VID_19123,4,527875.0,1576.0,243.0,122.0,2012-03-10,PT4M7S,G
VID_1640,1,498311.0,4346.0,308.0,173.0,2015-06-12,PT4M20S,B
VID_12060,2,31242.0,220.0,2.0,2.0,2014-07-19,PT3M27S,D
VID_15277,3,319576.0,1850.0,33.0,141.0,2016-02-16,PT2M48S,E
VID_19986,2,117109.0,690.0,35.0,42.0,2016-08-01,PT3M52S,G
VID_3526,1,220938.0,490.0,52.0,37.0,2014-02-26,PT2H17M45S,D
VID_23190,1,66126.0,76.0,8.0,6.0,2014-09-03,PT3M50S,H
VID_7936,12,222632.0,354.0,24.0,5.0,2012-07-09,PT26S,D
VID_10648,196173,196439.0,2.0,0.0,0.0,2017-01-20,PT21S,D
VID_6784,1,760979.0,11301.0,522.0,3369.0,2017-02-26,PT5M14S,D
VID_9781,36773,37718.0,9.0,7.0,0.0,2015-08-12,PT28S,D
VID_4751,2,606153.0,591.0,196.0,67.0,2016-04-05,PT2H39M15S,D
VID_18071,3,2563369.0,21298.0,4113.0,11034.0,2015-12-07,PT9M30S,F
VID_23130,1,1869.0,13.0,1.0,0.0,2017-04-23,PT2M20S,H
VID_923,1,16372.0,529.0,10.0,67.0,2012-07-16,PT5M49S,B
VID_10771,1,1400.0,2.0,2.0,0.0,2012-08-22,PT11M38S,D
VID_9025,11,92051.0,313.0,14.0,33.0,2015-10-14,PT2M39S,D
VID_848,2,5782.0,12.0,3.0,2.0,2013-04-30,PT2M25S,B
VID_1875,180,917011.0,34440.0,262.0,782.0,2015-09-11,PT4M42S,B
VID_52,1,150246.0,237.0,45.0,57.0,2015-10-08,PT4M25S,A
VID_23212,1,253671.0,58.0,28.0,0.0,2015-04-18,PT39S,H
VID_20727,1,12560.0,163.0,2.0,99.0,2013-04-22,PT5M3S,G
VID_14383,1,158727.0,72.0,2.0,2.0,2014-12-07,PT35S,D
VID_16433,5747,73985.0,458.0,22.0,42.0,2016-12-22,PT1M20S,E
VID_5770,2,1243126.0,3794.0,157.0,324.0,2015-05-20,PT3M31S,D
VID_23189,13,1103686.0,2172.0,511.0,190.0,2014-08-25,PT19M30S,H
VID_14838,2160,470391.0,4522.0,76.0,245.0,2016-01-11,PT4M,D
VID_4789,3,241619.0,415.0,63.0,32.0,2015-04-03,PT2H46M,D
VID_4872,2,151430.0,249.0,53.0,20.0,2015-07-05,PT2H38M56S,D
VID_9864,14923,119603.0,821.0,17.0,7.0,2015-03-27,PT3M8S,D
VID_20908,3,217560.0,626.0,93.0,52.0,2014-12-24,PT1H22M13S,G
VID_19002,1,10894.0,109.0,1.0,33.0,2016-08-26,PT7M26S,F
VID_19104,6,337972.0,454.0,48.0,26.0,2014-03-23,PT4M38S,G
VID_4684,21,183329.0,544.0,19.0,51.0,2016-06-22,PT9M49S,D
VID_19745,2,205364.0,277.0,61.0,18.0,2013-01-30,PT5M15S,G
VID_20846,2,7860552.0,33487.0,2010.0,1077.0,2013-05-14,PT7M37S,G
VID_21588,1,59390.0,178.0,10.0,17.0,2016-02-07,PT1H1M49S,G
VID_11679,1,497503.0,2147.0,92.0,50.0,2015-07-18,PT45S,D
VID_13935,1,20590.0,59.0,1.0,17.0,2012-05-25,PT1M15S,D
VID_5658,3,1703655.0,3221.0,209.0,207.0,2011-11-07,PT4M43S,D
VID_19782,1,101148.0,295.0,41.0,25.0,2013-01-07,PT49M37S,G
VID_10511,2,83423.0,106.0,23.0,56.0,2016-09-02,PT3M25S,D
VID_8888,1,714239.0,3434.0,270.0,671.0,2013-09-23,PT17M,D
VID_9675,1,8791.0,5.0,4.0,0.0,2012-10-06,PT9M3S,D
VID_22751,802,1129.0,18.0,0.0,2.0,2017-01-05,PT4M29S,G
VID_4167,3,609498.0,619.0,83.0,19.0,2016-09-19,PT10M20S,D
VID_8222,1,11498.0,114.0,6.0,1.0,2015-05-04,PT3M52S,D
VID_618,2,554527.0,3159.0,284.0,797.0,2016-09-14,PT8M52S,B
VID_4329,10,819629.0,1218.0,253.0,30.0,2016-05-24,PT1M59S,D
VID_5118,1,846483.0,871.0,65.0,51.0,2013-12-10,PT3M34S,D
VID_17245,1,649.0,3.0,2.0,0.0,2013-07-16,PT6M22S,E
VID_8365,1,659309.0,777.0,146.0,61.0,2016-09-03,PT4H16M24S,D
VID_19753,15,190354.0,403.0,62.0,43.0,2012-11-20,PT29M32S,G
VID_3120,3,269302.0,217.0,43.0,28.0,2016-06-22,PT10M30S,D
VID_2717,12,41528.0,421.0,2.0,22.0,2016-01-01,PT3M9S,C
VID_21483,1,3155264.0,28094.0,1626.0,798.0,2014-09-11,PT4M30S,G
VID_11007,1,506514.0,14070.0,346.0,1266.0,2016-02-29,PT3M2S,D
VID_9175,1,6427.0,60.0,2.0,7.0,2017-03-07,PT1M12S,D
VID_19266,21,591481.0,648.0,117.0,43.0,2012-03-05,PT4M44S,G
VID_17127,1,3544101.0,3268.0,2607.0,983.0,2015-12-23,PT3M34S,E
VID_16848,3,21668.0,36.0,0.0,4.0,2011-06-16,PT10M3S,E
VID_10292,1,39979.0,84.0,9.0,12.0,2015-08-04,PT2H35M19S,D
VID_20373,10,237478.0,1819.0,27.0,44.0,2015-05-27,PT4M58S,G
VID_20681,2,20740.0,46.0,3.0,7.0,2016-05-23,PT3M9S,G
VID_4327,2,253699.0,103.0,42.0,8.0,2016-05-04,PT1M26S,D
VID_20309,1,206212.0,99.0,15.0,24.0,2014-11-21,PT1M51S,G
VID_19880,1,79545.0,357.0,27.0,42.0,2012-11-06,PT39M54S,G
VID_16208,2,966558.0,1732.0,177.0,206.0,2016-04-08,PT1H25M48S,E
VID_20663,1,236139.0,353.0,24.0,175.0,2013-02-07,PT13M34S,G
VID_23052,4,3804733.0,909.0,689.0,74.0,2014-03-30,PT1M48S,H
VID_10432,2,356110.0,369.0,63.0,12.0,2012-04-17,PT36M3S,D
VID_21850,1,646535.0,1038.0,711.0,35.0,2016-04-12,PT4M14S,G
VID_15910,13,1215271.0,2288.0,240.0,96.0,2016-08-07,PT8M24S,E
